N_n,M_u,T_q,T_r,I_o
0.027777777777777776,144.1464,2.383,153.0,17.7739
0.027777777777777776,118.6082,2.292,138.0,17.1043
0.027777777777777776,112.8936,3.395,124.0,15.6706
0.027777777777777776,126.2346,3.342,137.0,15.3208
0.027777777777777776,158.0286,3.232,173.0,19.0837
0.027777777777777776,110.8135,3.168,120.0,15.4436
0.027777777777777776,287.1171,3.036,216.0,19.3013
0.027777777777777776,185.2551,2.958,177.0,16.4811
0.027777777777777776,242.335,2.8360000000000003,196.0,17.1024
0.027777777777777776,226.2235,2.741,198.0,19.4779
0.027777777777777776,224.1525,2.644,189.0,17.8799
0.027777777777777776,128.8164,2.592,138.0,17.7353
0.027777777777777776,264.4383,2.487,271.0,28.0788
0.027777777777777776,165.4747,2.386,181.0,19.8245
0.027777777777777776,131.9235,2.309,142.0,16.362000000000002
0.027777777777777776,154.4218,2.214,162.0,15.7441
0.027777777777777776,137.863,2.016,146.0,15.5679
0.027777777777777776,144.1308,1.92,156.0,18.3803
0.027777777777777776,121.799,3.537,139.0,15.0241
0.027777777777777776,113.8332,3.42,129.0,15.786
0.027777777777777776,202.4858,3.339,224.0,21.6125
0.027777777777777776,156.96200000000005,3.2430000000000003,161.0,16.7218
0.027777777777777776,111.0714,3.147,119.0,14.1689
0.027777777777777776,106.2412,3.0660000000000003,116.0,13.3214
0.027777777777777776,108.4434,2.992,116.0,13.8737
0.027777777777777776,119.6927,2.905,134.0,14.1956
0.027777777777777776,123.0204,2.807,128.0,15.0207
0.027777777777777776,212.5395,2.718,229.0,22.7785
0.027777777777777776,144.9629,2.653,160.0,17.6984
0.027777777777777776,131.1359,2.5540000000000003,142.0,16.1647
0.027777777777777776,0.0,0.753,57.0,0.0
0.027777777777777776,110.2819,2.457,117.0,13.9902
0.027777777777777776,163.1378,2.371,148.0,14.3806
0.027777777777777776,218.8842,2.232,230.0,21.1787
0.027777777777777776,156.7113,2.14,178.0,18.4652
0.027777777777777776,100.111,2.027,123.0,13.9312
0.027777777777777776,98.1569,1.991,115.0,12.8271
0.027777777777777776,97.6998,3.434,114.0,14.6385
0.027777777777777776,113.5772,3.342,127.0,13.3561
0.027777777777777776,118.8305,3.262,127.0,15.3082
0.027777777777777776,218.7164,3.1710000000000003,232.0,24.183000000000003
0.027777777777777776,144.7122,3.075,161.0,17.6887
0.027777777777777776,131.2163,2.994,144.0,16.7644
0.027777777777777776,107.2533,2.915,117.0,13.6534
0.027777777777777776,159.2969,2.8360000000000003,143.0,14.1197
0.027777777777777776,218.4995,2.725,226.0,22.0311
0.027777777777777776,157.0702,2.644,163.0,16.6039
0.027777777777777776,108.4964,2.552,121.0,14.2875
0.027777777777777776,96.0091,2.456,113.0,12.9909
0.027777777777777776,97.6459,2.375,114.0,14.0083
0.027777777777777776,111.5075,2.213,133.0,13.7148
0.027777777777777776,117.6299,2.112,132.0,15.3996
0.027777777777777776,215.5769,1.998,235.0,23.1967
0.027777777777777776,146.9254,2.008,152.0,16.5994
0.027777777777777776,130.6263,3.455,147.0,16.9118
0.027777777777777776,107.4169,3.35,118.0,13.6863
0.027777777777777776,147.5412,3.256,145.0,13.8731
0.027777777777777776,174.6122,3.167,173.0,17.4225
0.027777777777777776,147.6066,3.08,160.0,17.8442
0.027777777777777776,240.0562,2.997,282.0,22.991
0.027777777777777776,149.8309,2.903,159.0,17.8831
0.027777777777777776,228.8683,2.829,217.0,17.6098
0.027777777777777776,406.0887,2.76,356.0,29.9782
0.027777777777777776,139.2044,2.66,146.0,18.1465
0.027777777777777776,97.8218,2.564,101.0,11.6411
0.027777777777777776,98.9167,2.477,112.0,13.9288
0.027777777777777776,103.4966,2.392,111.0,13.1711
0.027777777777777776,116.3016,2.202,130.0,13.7481
0.027777777777777776,123.1329,2.106,128.0,15.2983
0.027777777777777776,213.0098,2.012,231.0,23.4492
0.027777777777777776,144.8069,1.918,160.0,17.3383
0.027777777777777776,130.5245,1.922,144.0,16.0695
0.027777777777777776,108.9616,3.377,116.0,14.2049
0.027777777777777776,158.769,3.3080000000000003,146.0,14.1163
0.027777777777777776,211.608,3.202,225.0,20.9762
0.027777777777777776,153.0209,3.1710000000000003,178.0,17.2184
0.027777777777777776,99.3943,3.051,121.0,14.1491
0.027777777777777776,88.913,2.958,119.0,13.3828
0.027777777777777776,96.9087,2.8710000000000004,115.0,13.9742
0.027777777777777776,113.2886,2.78,127.0,13.481
0.027777777777777776,120.5799,2.707,128.0,14.8582
0.027777777777777776,224.5088,2.634,236.0,23.7399
0.027777777777777776,145.5886,2.568,160.0,18.1842
0.027777777777777776,129.8775,2.497,145.0,16.4797
0.027777777777777776,108.5034,2.338,119.0,14.182
0.027777777777777776,155.6841,2.237,148.0,13.7909
0.027777777777777776,148.1037,2.157,142.0,12.948
0.027777777777777776,289.84,2.0580000000000003,217.0,19.9436
0.027777777777777776,179.5187,1.978,174.0,16.3331
0.027777777777777776,190.4313,2.0,177.0,17.5197
0.027777777777777776,220.5503,3.5,193.0,18.9227
0.027777777777777776,214.116,3.4210000000000003,184.0,17.7588
0.027777777777777776,662.5589,3.325,396.0,18.8485
0.027777777777777776,260.8674,3.241,202.0,17.0698
0.027777777777777776,166.6037,3.148,158.0,15.1347
0.027777777777777776,187.5203,3.059,186.0,17.1455
0.027777777777777776,124.3356,2.967,139.0,14.842
0.027777777777777776,454.6887,2.919,410.0,37.8318
0.027777777777777776,140.7342,2.817,146.0,18.9588
0.027777777777777776,130.1402,2.721,135.0,14.1065
0.027777777777777776,131.717,2.623,137.0,16.507
0.027777777777777776,115.7938,2.477,122.0,15.3059
0.027777777777777776,195.364,2.369,212.0,22.5761
0.027777777777777776,189.3057,2.286,184.0,16.8921
0.027777777777777776,207.1452,2.192,196.0,16.9651
0.027777777777777776,129.7937,2.088,128.0,13.9782
0.027777777777777776,260.6482,2.016,302.0,33.1875
0.027777777777777776,128.5782,1.991,150.0,15.9218
0.027777777777777776,148.1215,3.535,177.0,20.8366
0.027777777777777776,170.24900000000005,3.435,187.0,17.5552
0.027777777777777776,131.7061,3.393,142.0,16.1955
0.027777777777777776,258.3859,3.339,227.0,18.7401
0.027777777777777776,193.8573,3.2310000000000003,180.0,18.6433
0.027777777777777776,221.4738,3.136,230.0,27.7619
0.027777777777777776,201.8221,3.039,217.0,17.8901
0.027777777777777776,132.5235,2.945,136.0,14.9917
0.027777777777777776,201.1708,2.86,216.0,17.8525
0.027777777777777776,172.1699,2.795,175.0,15.9883
0.027777777777777776,111.0427,2.58,127.0,15.7253
0.027777777777777776,0.0,0.752,5445.0,0.0
0.027777777777777776,0.0,0.285,22903.0,0.0
0.2777777777777778,0.0,1.3130000000000002,56.0,0.0
0.2777777777777778,0.0,0.304,2954.0,0.0
0.3333333333333333,0.0,31105.321,30783.0,0.0
0.027777777777777776,0.0,0.312,20682.0,0.0
0.5,0.0,164.826,0.0,0.0
0.5,40.6325,76.689,317.0,0.3716
0.3333333333333333,860.4274,0.391,63.0,0.0273
0.5,379.2291,81.421,679.0,0.3963
0.5,121.6406,412.2,544.0,0.3809
0.5,39.2834,419.718,307.0,0.3721
0.3333333333333333,1788.3208,0.365,57.0,14.5477
0.3333333333333333,1958.8361,0.368,58.0,15.4484
0.3333333333333333,1436.9566,0.629,40.0,14.2046
0.2222222222222222,0.0,1.703,2991.0,0.0
0.3333333333333333,0.0,2.141,2.0,0.0
0.027777777777777776,0.9692,0.331,61.0,0.0235
0.027777777777777776,1.0347,1.133,61.0,0.0242
0.027777777777777776,1.1587,2.126,61.0,0.0241
0.027777777777777776,1.0204,2.865,61.0,0.0242
0.027777777777777776,1.3833,1.895,63.0,0.0252
0.027777777777777776,1.2003,2.631,63.0,0.0252
0.027777777777777776,1.0449,1.612,63.0,0.0249
0.027777777777777776,1.1613,2.397,61.0,0.0248
0.027777777777777776,1.1345,1.345,61.0,0.025
0.027777777777777776,1.321,2.266,62.0,0.0252
0.027777777777777776,1.093,3.014,61.0,0.0245
0.027777777777777776,1.1902,2.087,63.0,0.0252
0.027777777777777776,1.1846,2.774,61.0,0.0253
0.027777777777777776,1.116,1.804,63.0,0.0253
0.027777777777777776,1.1011,2.545,61.0,0.0252
0.027777777777777776,8713.2877,0.3720000000000001,197.0,115.6529
0.1388888888888889,459039.6128,0.354,15152.0,10774.6658
0.1388888888888889,275078.7021,0.364,9122.0,8302.069099999999
0.1388888888888889,291177.8939,0.35600000000000004,9654.0,8666.7202
0.1111111111111111,24451.6982,0.332,222.0,3.7723
0.1388888888888889,333761.1748,396.457,11010.0,5860.033500000001
0.1388888888888889,15.4762,55.847,21.0,0.014
0.5555555555555556,0.0,0.5870000000000001,1.0,0.0
0.5555555555555556,0.0029,0.8290000000000001,2.0,0.0018
0.5555555555555556,0.009000000000000001,0.468,1.0,0.0075
0.5555555555555556,0.0,0.445,1.0,0.0
0.3333333333333333,4800.9917,0.466,112.0,34.0119
0.027777777777777776,0.0031,0.659,3.0,0.0035
0.027777777777777776,0.0,0.435,15314.0,0.0
0.027777777777777776,0.0,0.72,2.0,0.0
0.1388888888888889,131057.4774,0.451,4366.0,2692.1226
0.1388888888888889,257428.1622,0.404,8535.0,6472.307800000001
0.1388888888888889,202548.68070000003,0.461,6700.0,3919.0741
0.1388888888888889,295014.3136,0.446,9769.0,6567.6756
0.1388888888888889,355545.9158,0.412,11747.0,8339.1464
0.1388888888888889,277598.1352,0.428,9176.0,5136.786099999998
0.1388888888888889,293654.7832000001,0.419,9728.0,5696.9547
0.1388888888888889,276142.5894,0.384,9844.0,5793.300200000002
0.027777777777777776,1299.8876,1.13,248.0,38.7775
0.027777777777777776,0.0,0.41,1.0,0.0
0.027777777777777776,0.0,1.974,1.0,0.0
0.027777777777777776,0.0013,3.378,1.0,0.0017
0.027777777777777776,0.0,4.609,1.0,0.0
0.027777777777777776,0.0,3.4610000000000003,1.0,0.0
0.027777777777777776,0.0,3.347,1.0,0.0
0.027777777777777776,0.0,3.266,1.0,0.0
0.027777777777777776,0.0,4.205,1.0,0.0
0.027777777777777776,0.0,4.109,1.0,0.0
0.027777777777777776,0.0,4.085,1.0,0.0
0.027777777777777776,0.0,3.886,1.0,0.0
0.027777777777777776,0.0,3.793,1.0,0.0
0.027777777777777776,0.0,3.666,1.0,0.0
0.027777777777777776,0.0,3.574,1.0,0.0
0.027777777777777776,0.0267,2.426,1.0,0.0078
0.027777777777777776,0.153,3.366,5.0,0.0088
0.027777777777777776,0.0,3.277,1.0,0.0
0.027777777777777776,0.0,2.09,1.0,0.0
0.027777777777777776,0.0022,3.56,1.0,0.0077
0.027777777777777776,0.0,3.513,2.0,0.0
0.027777777777777776,0.0,3.399,2.0,0.0
0.027777777777777776,0.0,3.292,2.0,0.0
0.027777777777777776,0.0,3.1910000000000003,2.0,0.0
0.027777777777777776,0.0,3.084,2.0,0.0
0.027777777777777776,0.0,2.987,2.0,0.0
0.027777777777777776,0.0,2.9130000000000003,2.0,0.0
0.027777777777777776,0.0,2.81,2.0,0.0
0.027777777777777776,0.0,2.741,2.0,0.0
0.027777777777777776,0.0,2.631,2.0,0.0
0.027777777777777776,0.0,2.53,2.0,0.0
0.027777777777777776,0.0,2.438,2.0,0.0
0.027777777777777776,0.0,2.337,2.0,0.0
0.027777777777777776,0.0,2.244,2.0,0.0
0.027777777777777776,0.0,2.204,2.0,0.0
0.027777777777777776,0.0016,2.107,1.0,0.003
0.027777777777777776,0.0,3.712,1.0,0.0
0.027777777777777776,0.0,3.6,1.0,0.0
0.027777777777777776,0.0119,3.5010000000000003,1.0,0.0077
0.027777777777777776,0.0,3.398,1.0,0.0
0.027777777777777776,0.0074,3.3560000000000003,1.0,0.0078
0.027777777777777776,0.0,3.2460000000000004,1.0,0.0
0.027777777777777776,0.0067,3.138,1.0,0.0076
0.027777777777777776,0.0067,3.032,1.0,0.0076
0.027777777777777776,0.0062,2.947,1.0,0.0077
0.027777777777777776,0.0,2.822,1.0,0.0
0.027777777777777776,0.005,2.754,1.0,0.0076
0.027777777777777776,0.0027,2.661,1.0,0.0077
0.027777777777777776,0.005,2.564,1.0,0.0076
0.027777777777777776,0.005,2.465,1.0,0.0075
0.027777777777777776,0.0045,2.375,1.0,0.0076
0.027777777777777776,0.0,2.78,0.0,0.0
0.027777777777777776,0.0,3.923,1.0,0.0
0.027777777777777776,0.0,3.864,1.0,0.0
0.027777777777777776,0.0,3.755,1.0,0.0
0.027777777777777776,0.0104,3.65,1.0,0.0078
0.027777777777777776,0.0,3.533,1.0,0.0
0.027777777777777776,0.0,3.4810000000000003,3.0,0.0
0.027777777777777776,0.0,4.085,2.0,0.0
0.027777777777777776,0.0,3.999,2.0,0.0
0.027777777777777776,0.0,3.896,2.0,0.0
0.027777777777777776,0.0138,3.789,2.0,0.0081
0.027777777777777776,0.3028,3.712,5.0,0.0086
0.027777777777777776,0.0,3.618,2.0,0.0
0.027777777777777776,0.0,3.514,2.0,0.0
0.027777777777777776,0.0133,3.399,2.0,0.0078
0.027777777777777776,0.0,3.298,2.0,0.0
0.027777777777777776,0.0,3.19,2.0,0.0
0.027777777777777776,0.0,3.093,2.0,0.0
0.027777777777777776,0.0027,2.357,1.0,0.0077
0.027777777777777776,0.0,3.983,1.0,0.0
0.027777777777777776,0.0,3.865,1.0,0.0
0.027777777777777776,0.0097,3.769,1.0,0.0077
0.027777777777777776,0.0,3.67,1.0,0.0
0.027777777777777776,0.0,3.608,1.0,0.0
0.027777777777777776,0.0,3.4930000000000003,1.0,0.0
0.027777777777777776,0.0,3.418,1.0,0.0
0.027777777777777776,0.0084,3.32,1.0,0.0077
0.027777777777777776,0.008,3.207,1.0,0.0077
0.027777777777777776,0.0,3.13,1.0,0.0
0.027777777777777776,0.0,2.998,1.0,0.0
0.027777777777777776,0.0074,2.909,1.0,0.0078
0.027777777777777776,0.006999999999999999,2.8110000000000004,1.0,0.0078
0.027777777777777776,0.0068,2.733,1.0,0.0077
0.027777777777777776,0.0,2.505,1.0,0.0
0.027777777777777776,0.0,2.442,1.0,0.0
0.027777777777777776,0.0,2.349,1.0,0.0
0.027777777777777776,0.0169,2.241,1.0,0.0076
0.027777777777777776,0.0022,2.374,1.0,0.0076
0.027777777777777776,0.0,3.934,1.0,0.0
0.027777777777777776,0.0253,4.415,1.0,0.0078
0.027777777777777776,0.0016,4.283,0.0,0.008
0.027777777777777776,0.0,4.1930000000000005,0.0,0.0
0.027777777777777776,0.0,4.079,0.0,0.0
0.027777777777777776,0.0022,4.001,0.0,0.0079
0.027777777777777776,0.0275,3.912,1.0,0.008
0.027777777777777776,0.0278,3.804,1.0,0.0077
0.027777777777777776,0.0005,3.7,0.0,0.0079
0.027777777777777776,0.027000000000000003,3.6,1.0,0.0077
0.027777777777777776,0.0,3.491,0.0,0.0
0.027777777777777776,0.0235,3.438,1.0,0.0078
0.027777777777777776,0.0147,2.66,1.0,0.0078
0.027777777777777776,0.0,2.567,1.0,0.0
0.027777777777777776,0.0,2.452,1.0,0.0
0.027777777777777776,0.0121,2.352,1.0,0.0076
0.027777777777777776,0.0126,2.247,1.0,0.0078
0.027777777777777776,0.0296,2.338,2.0,0.0078
0.027777777777777776,0.0,3.821,1.0,0.0
0.027777777777777776,0.0,3.765,1.0,0.0
0.027777777777777776,0.0102,3.628,1.0,0.0076
0.027777777777777776,0.0124,3.52,1.0,0.0078
0.027777777777777776,0.0128,3.423,1.0,0.0077
0.027777777777777776,0.0,3.261,1.0,0.0
0.027777777777777776,0.0108,3.169,1.0,0.0076
0.027777777777777776,0.0,3.057,0.0,0.0
0.027777777777777776,0.0117,2.945,1.0,0.0077
0.027777777777777776,0.0,2.841,1.0,0.0
0.3333333333333333,0.0,0.458,0.0,0.0
0.3333333333333333,224.699,0.526,94.0,0.1294
0.027777777777777776,1523.1821,1.617,153.0,34.8973
0.3333333333333333,0.1709,0.44,12.0,0.0109
0.027777777777777776,1449.1602,0.405,184.0,35.1525
0.3333333333333333,6643.9579,0.474,3852.0,4346.5973
0.3333333333333333,5429.7742,0.4370000000000001,126.0,39.6515
0.3333333333333333,5792.9064,0.443,3371.0,3901.2897
0.027777777777777776,1605.7164,1.492,192.0,36.0086
0.027777777777777776,0.0,0.98,1.0,0.0
0.027777777777777776,0.0,0.448,2.0,0.0
0.027777777777777776,351.9479,0.583,2742.0,502.7222
0.027777777777777776,656.2007,12851.363,6226.0,920.5358
0.027777777777777776,1416.4643,1.546,11722.0,1570.6884
0.1388888888888889,239418.1364,0.374,7947.0,5639.241000000001
0.1388888888888889,190745.5481,0.366,6321.0,3910.6648
0.027777777777777776,0.0,0.384,0.0,0.0
0.027777777777777776,0.0,0.405,0.0,0.0
0.8333333333333334,0.0,5880.001,380.0,0.0
0.3333333333333333,0.0,0.325,1639.0,0.0
0.3333333333333333,2873.3577,0.342,1716.0,1863.8878
0.3333333333333333,200.7605,0.35700000000000004,127.0,93.4175
1.0,40.4669,149.141,6.0,0.0484
0.8333333333333334,0.0019,0.393,7.0,0.015
0.8333333333333334,826028.9065,88399.15199999999,23684.0,0.2791
0.3333333333333333,1470.9085,0.353,48.0,11.5219
0.3333333333333333,20291.1966,0.341,446.0,160.118
0.3333333333333333,1208.2701,0.38,44.0,23.1521
0.3333333333333333,18234.3633,0.34600000000000003,403.0,196.1349
0.3333333333333333,4849.1215,0.375,117.0,72.0853
0.3333333333333333,5246.7295,0.365,119.0,37.4228
0.027777777777777776,1.0804,0.373,28.0,0.0164
0.027777777777777776,1.0147,0.324,25.0,0.0164
0.027777777777777776,0.9729,0.349,23.0,0.0164
0.027777777777777776,1408.4836,0.307,4081.0,48.3797
0.027777777777777776,1522.8033,0.275,4177.0,48.3956
0.027777777777777776,1430.7016,0.29100000000000004,4155.0,48.614
0.1388888888888889,309892.0771,0.342,10230.0,6293.0940999999975
1.0,23.579,217.38,6.0,0.0384
0.027777777777777776,1.035,0.281,61.0,0.0228
0.027777777777777776,0.9679,1.614,61.0,0.0239
0.027777777777777776,0.936,2.8510000000000004,60.0,0.0242
0.027777777777777776,1.022,1.887,61.0,0.0401
0.027777777777777776,1.1755,3.253,63.0,0.0248
0.027777777777777776,1.1813,2.291,63.0,0.025
0.027777777777777776,1.0399,3.411,61.0,0.0245
0.027777777777777776,1.0591,2.457,61.0,0.0243
0.027777777777777776,1.0834,3.638,61.0,0.0249
0.027777777777777776,1.2361,2.701,63.0,0.025
0.027777777777777776,1.1199,3.942,61.0,0.025
0.027777777777777776,1.0895,2.861,61.0,0.0248
0.027777777777777776,1.1147,1.866,61.0,0.025
0.027777777777777776,219.959,3.14,3119.0,7.0692
0.027777777777777776,218.2056,2.142,3119.0,7.3987
0.027777777777777776,215.7888,3.43,3117.0,7.1292
0.027777777777777776,215.8359,2.44,3117.0,7.3084
0.027777777777777776,219.5536,3.74,3114.0,7.325
0.027777777777777776,214.2256,2.802,3114.0,7.6048
0.027777777777777776,209.8942,4.038,3112.0,8.4336
0.027777777777777776,208.0356,2.9560000000000004,3112.0,7.075
0.027777777777777776,214.8682,1.942,3112.0,8.1118
0.027777777777777776,212.4047,3.24,3109.0,7.6423
0.027777777777777776,215.1921,2.251,3109.0,7.9262
0.027777777777777776,215.4707,3.58,3107.0,8.4263
0.027777777777777776,216.2459,2.613,3107.0,8.1656
0.027777777777777776,210.5134,3.888,3104.0,7.3781
0.027777777777777776,207.5838,2.7910000000000004,3104.0,7.0144
0.027777777777777776,216.2684,1.786,3104.0,8.3233
0.027777777777777776,204.7585,2.999,3102.0,7.5121
0.027777777777777776,210.9102,2.049,3102.0,7.1412
0.027777777777777776,201.9668,3.437,3099.0,7.2217
0.027777777777777776,217.8648,2.449,3099.0,8.1715
0.027777777777777776,217.4565,3.724,3097.0,8.3093
0.027777777777777776,211.0274,2.647,3097.0,7.261
0.027777777777777776,211.4851,1.665,3097.0,7.1502
0.027777777777777776,210.9374,2.939,3094.0,7.3147
0.027777777777777776,218.7441,1.977,3094.0,8.2157
0.027777777777777776,234.8189,3.46,3091.0,12.1672
0.027777777777777776,218.9001,2.75,3091.0,9.3561
0.027777777777777776,216.765,3.777,3089.0,9.0218
0.027777777777777776,217.8213,2.68,3089.0,9.2942
0.027777777777777776,229.2045,1.681,3089.0,11.0424
0.027777777777777776,228.8092,2.954,3086.0,10.8977
0.027777777777777776,237.0016,1.997,3086.0,11.9683
0.027777777777777776,222.1839,3.18,3084.0,9.6607
0.027777777777777776,234.7142,2.207,3084.0,11.9249
0.027777777777777776,237.0795,3.44,3082.0,12.4048
0.027777777777777776,232.6309,2.48,3081.0,11.3764
0.027777777777777776,239.1982,3.783,3079.0,11.945
0.027777777777777776,210.6385,2.6910000000000003,3079.0,7.7721
0.027777777777777776,209.1735,1.696,3079.0,8.8951
0.027777777777777776,238.2178,2.919,3077.0,11.9714
0.027777777777777776,217.2702,1.964,3077.0,8.9543
0.027777777777777776,219.7725,3.134,3074.0,9.1221
0.027777777777777776,219.0611,2.135,3074.0,9.0633
0.027777777777777776,232.0153,3.345,3072.0,11.116
0.027777777777777776,201.6041,2.363,3072.0,7.2594
0.027777777777777776,227.0983,3.636,3069.0,10.0587
0.027777777777777776,200.3084,2.655,3069.0,7.4342
0.027777777777777776,200.6736,3.917,3067.0,7.4019
0.027777777777777776,201.3913,3.24,3066.0,7.4755
0.027777777777777776,201.3091,1.855,3067.0,7.2917
0.027777777777777776,203.3214,3.13,3064.0,7.2662
0.027777777777777776,198.6849,2.177,3064.0,7.4817
0.027777777777777776,202.8979,3.477,3062.0,7.6827
0.027777777777777776,208.7294,2.576,3062.0,8.5066
0.027777777777777776,208.5907,3.838,3059.0,8.4639
0.027777777777777776,206.9651,2.7510000000000003,3059.0,8.2389
0.027777777777777776,207.5732,1.755,3059.0,8.4863
0.027777777777777776,205.4259,2.99,3057.0,8.4962
0.027777777777777776,217.5287,2.07,3057.0,7.1903
0.027777777777777776,0.0,0.29,11657.0,0.0
0.027777777777777776,0.0,0.321,13890.0,0.0
0.027777777777777776,0.0,0.336,23509.0,0.0
0.027777777777777776,1.0362,2.227,61.0,0.0229
0.027777777777777776,0.9452,3.515,61.0,0.023
0.027777777777777776,0.9531,2.55,61.0,0.0376
0.027777777777777776,0.9633,3.763,61.0,0.0243
0.027777777777777776,1.1985,2.756,62.0,0.024
0.027777777777777776,1.2275,1.797,62.0,0.0246
0.027777777777777776,1.0554,2.864,61.0,0.0243
0.027777777777777776,1.0589,1.876,61.0,0.0244
0.027777777777777776,1.0055,2.995,61.0,0.0245
0.027777777777777776,1.1840000000000002,2.045,63.0,0.025
0.027777777777777776,1.0963,3.185,61.0,0.0249
0.027777777777777776,1.0959,2.227,61.0,0.0249
0.027777777777777776,1.0887,3.417,61.0,0.0249
0.027777777777777776,1.1257,2.464,61.0,0.0412
1.0,24551.4058,141636.611,23282.0,0.14400000000000002
1.0,31013.1015,141680.93300000002,29466.0,0.0936
1.0,24970.1691,141653.702,23220.0,0.0527
1.0,32950.5332,55207.747,30013.0,0.1754
0.027777777777777776,0.9453,0.31,61.0,0.0229
0.027777777777777776,1.0044,1.686,61.0,0.0237
0.027777777777777776,1.0714,2.999,61.0,0.024
0.027777777777777776,1.0721,2.01,61.0,0.0397
0.027777777777777776,1.1299,3.2110000000000003,62.0,0.0233
0.027777777777777776,1.1248,2.18,62.0,0.0233
0.027777777777777776,1.0742,3.359,61.0,0.0246
0.027777777777777776,1.2189,2.372,61.0,0.0244
0.027777777777777776,1.0659999999999998,3.563,60.0,0.0247
0.027777777777777776,1.2289,2.615,62.0,0.0249
0.027777777777777776,1.0751,3.817,61.0,0.0245
0.027777777777777776,1.0545,2.7030000000000003,61.0,0.0246
0.027777777777777776,1.071,1.6740000000000002,61.0,0.0244
0.027777777777777776,1.0686,2.952,61.0,0.0245
0.027777777777777776,1.127,1.939,61.0,0.0407
0.027777777777777776,1.0061,0.252,62.0,0.0249
0.027777777777777776,0.9672,1.578,61.0,0.0246
0.027777777777777776,0.9897,2.787,61.0,0.0249
0.027777777777777776,1.0001,1.82,61.0,0.0415
0.027777777777777776,1.0172,2.958,61.0,0.025
0.027777777777777776,1.0747,2.001,61.0,0.041
0.027777777777777776,1.1569,3.349,61.0,0.025
0.027777777777777776,1.1396,2.394,61.0,0.0247
0.027777777777777776,1.0067,3.783,61.0,0.0251
0.027777777777777776,1.3112,2.84,62.0,0.0253
0.027777777777777776,1.1016,4.26,61.0,0.025
0.027777777777777776,1.064,3.175,61.0,0.0248
0.027777777777777776,1.1823,2.171,61.0,0.0413
0.027777777777777776,123.3328,0.336,104.0,10.5359
0.027777777777777776,114.7914,2.667,101.0,10.1231
0.027777777777777776,186.541,4.6389999999999985,165.0,17.1363
0.027777777777777776,160.1605,4.552,155.0,16.6752
0.027777777777777776,262.3206,4.458,237.0,16.6573
0.027777777777777776,173.7273,4.328,156.0,16.2648
0.027777777777777776,383.1853,4.816,328.0,17.1142
0.027777777777777776,193.0228,4.717,175.0,10.9657
0.027777777777777776,175.2878,4.625,138.0,9.7425
0.027777777777777776,180.6479,4.57,175.0,12.4236
0.027777777777777776,107.3635,3.856,108.0,11.0968
0.027777777777777776,92.035,3.764,93.0,10.0191
0.027777777777777776,166.7205,3.684,161.0,13.8424
0.027777777777777776,184.0637,3.593,158.0,10.3148
0.027777777777777776,148.4658,3.499,150.0,12.9241
0.027777777777777776,126.1428,3.408,124.0,11.8435
0.027777777777777776,161.5859,3.309,159.0,14.1306
0.027777777777777776,127.0696,3.636,125.0,12.4785
0.027777777777777776,140.2342,3.54,131.0,12.8654
0.027777777777777776,103.3203,3.448,104.0,11.1594
0.027777777777777776,128.2618,3.3710000000000004,105.0,11.3893
0.027777777777777776,126.7005,3.263,108.0,11.3215
0.027777777777777776,103.9147,3.184,104.0,11.2267
0.027777777777777776,178.3762,3.084,177.0,13.6005
0.027777777777777776,127.9737,3.0,124.0,11.8502
0.027777777777777776,128.9977,2.917,92.0,8.3253
0.027777777777777776,155.3355,4.685,151.0,13.4485
0.027777777777777776,112.6612,4.597,106.0,11.3403
0.027777777777777776,133.8591,4.561,125.0,11.9506
0.027777777777777776,137.9656,4.46,116.0,12.2314
0.027777777777777776,136.3349,4.368,114.0,12.0394
0.027777777777777776,169.6201,4.269,157.0,14.174
0.027777777777777776,131.3251,4.163,123.0,13.0519
0.027777777777777776,202.8726,4.128,198.0,20.3293
0.027777777777777776,181.2488,4.039,188.0,18.5686
0.027777777777777776,311.2138,3.927,284.0,23.8444
0.027777777777777776,166.4893,3.845,164.0,16.5303
0.027777777777777776,345.2026,3.76,316.0,24.1676
0.027777777777777776,166.4044,3.672,156.0,14.9337
0.027777777777777776,129.5996,3.58,119.0,12.3318
0.027777777777777776,161.486,3.503,161.0,12.6805
0.027777777777777776,145.6338,3.397,160.0,11.4282
0.027777777777777776,103.5362,3.315,120.0,10.0868
0.027777777777777776,185.356,3.228,211.0,17.1628
0.027777777777777776,207.0049,3.152,217.0,17.0669
0.027777777777777776,161.1489,3.067,178.0,14.5583
0.027777777777777776,148.9189,3.0010000000000003,166.0,13.2217
0.027777777777777776,187.0372,2.901,206.0,17.1432
0.027777777777777776,167.3907,2.689,183.0,12.8764
0.027777777777777776,242.8624,4.724,242.0,13.9271
0.027777777777777776,119.5618,4.675,145.0,11.2365
0.027777777777777776,337.9731,4.629,267.0,12.7271
0.027777777777777776,447.6099,4.542,340.0,12.8304
0.027777777777777776,145.9182,5.504,157.0,11.3218
0.027777777777777776,204.8346,4.45,217.0,17.7967
0.027777777777777776,144.9573,4.384,159.0,13.2043
0.027777777777777776,329.4827,4.3039999999999985,262.0,12.4363
0.027777777777777776,175.5997,4.249,189.0,15.5128
0.027777777777777776,134.8568,4.157,162.0,11.4303
0.027777777777777776,135.89700000000002,4.088,150.0,13.3425
0.027777777777777776,344.4117,4.011,271.0,13.6462
